frame,timestamp_sec,scene_name,group_id,video_name,track_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,cx,cy,frame_width,frame_height,crossed_line,direction,speed_px_s
477,15.9,log1,group_02,traffic1.mp4,71,car,0.592,761,231,957,356,859,293,1280,720,false,up,454.0
478,15.933,log1,group_02,traffic1.mp4,71,car,0.786,761,216,955,340,858,278,1280,720,false,up,480.9
479,15.967,log1,group_02,traffic1.mp4,71,car,0.799,762,197,954,320,858,258,1280,720,false,up,570.0
483,16.1,log1,group_02,traffic1.mp4,71,car,0.72,760,122,949,242,854,182,1280,720,false,up,578.3
483,16.1,log1,group_02,traffic1.mp4,90,car,0.56,640,78,688,122,664,100,1280,720,false,,0.0
484,16.133,log1,group_02,traffic1.mp4,71,car,0.6,761,109,950,230,855,169,1280,720,false,up,391.2
484,16.133,log1,group_02,traffic1.mp4,90,car,0.477,639,59,690,108,664,83,1280,720,false,up,480.9
485,16.167,log1,group_02,traffic1.mp4,71,car,0.727,762,97,949,216,855,156,1280,720,false,up,391.2
485,16.167,log1,group_02,traffic1.mp4,90,car,0.572,641,50,691,98,666,74,1280,720,false,up,301.5
486,16.2,log1,group_02,traffic1.mp4,71,car,0.755,763,87,951,206,857,146,1280,720,false,up,301.5
486,16.2,log1,group_02,traffic1.mp4,90,car,0.453,642,48,690,90,666,69,1280,720,false,up,150.0
494,16.467,log1,group_02,traffic1.mp4,87,car,0.638,1116,98,1283,316,1199,207,1280,720,false,,0.0
494,16.467,log1,group_02,traffic1.mp4,96,car,0.548,497,174,634,295,565,234,1280,720,false,,0.0
495,16.5,log1,group_02,traffic1.mp4,87,car,0.536,1120,106,1283,316,1201,211,1280,720,false,down,134.2
495,16.5,log1,group_02,traffic1.mp4,96,car,0.421,503,168,640,292,571,230,1280,720,false,right,234.3
496,16.533,log1,group_02,traffic1.mp4,87,car,0.402,1130,104,1285,310,1207,207,1280,720,false,right,216.3
497,16.567,log1,group_02,traffic1.mp4,87,car,0.464,1138,106,1286,302,1212,204,1280,720,false,right,150.0
498,16.6,log1,group_02,traffic1.mp4,87,car,0.686,1140,106,1284,294,1212,200,1280,720,false,right,120.0
498,16.6,log1,group_02,traffic1.mp4,71,car,0.662,845,28,1029,141,937,84,1280,720,false,up,251.5
499,16.633,log1,group_02,traffic1.mp4,87,car,0.621,1145,103,1284,286,1214,194,1280,720,false,right,161.6
513,17.1,log1,group_02,traffic1.mp4,87,car,0.568,1147,65,1279,234,1213,149,1280,720,false,up,98.6
516,17.2,log1,group_02,traffic1.mp4,105,truck,0.559,247,0,577,278,412,139,1280,720,false,,0.0
526,17.533,log1,group_02,traffic1.mp4,87,car,0.686,1136,55,1278,226,1207,140,1280,720,false,up,23.1
527,17.567,log1,group_02,traffic1.mp4,98,car,0.707,991,147,1107,272,1049,209,1280,720,false,,0.0
527,17.567,log1,group_02,traffic1.mp4,87,car,0.649,1134,54,1278,225,1206,139,1280,720,false,up,42.4
528,17.6,log1,group_02,traffic1.mp4,98,car,0.689,989,146,1103,269,1046,207,1280,720,false,left,94.9
528,17.6,log1,group_02,traffic1.mp4,87,car,0.48,1133,55,1278,226,1205,140,1280,720,false,up,42.4
529,17.633,log1,group_02,traffic1.mp4,98,car,0.701,986,145,1100,267,1043,206,1280,720,false,left,108.2
529,17.633,log1,group_02,traffic1.mp4,87,car,0.404,1132,55,1278,224,1205,139,1280,720,false,up,30.0
530,17.667,log1,group_02,traffic1.mp4,98,car,0.606,984,144,1097,264,1040,204,1280,720,false,left,108.2
530,17.667,log1,group_02,traffic1.mp4,87,car,0.542,1132,56,1278,225,1205,140,1280,720,false,up,0.0
531,17.7,log1,group_02,traffic1.mp4,87,car,0.45,1132,57,1278,224,1205,140,1280,720,false,up,30.0
532,17.733,log1,group_02,traffic1.mp4,87,car,0.552,1132,59,1279,226,1205,142,1280,720,false,left,60.0
536,17.867,log1,group_02,traffic1.mp4,87,car,0.555,1133,68,1279,226,1206,147,1280,720,false,down,30.9
537,17.9,log1,group_02,traffic1.mp4,87,car,0.528,1134,71,1280,228,1207,149,1280,720,false,down,94.9
542,18.067,log1,group_02,traffic1.mp4,98,car,0.592,969,149,1068,254,1018,201,1280,720,false,left,52.7
543,18.1,log1,group_02,traffic1.mp4,98,car,0.46,968,149,1066,254,1017,201,1280,720,false,left,60.0
544,18.133,log1,group_02,traffic1.mp4,98,car,0.547,967,152,1064,255,1015,203,1280,720,false,left,67.1
545,18.167,log1,group_02,traffic1.mp4,98,car,0.606,965,152,1060,255,1012,203,1280,720,false,left,94.9
550,18.333,log1,group_02,traffic1.mp4,106,car,0.704,860,51,996,180,928,115,1280,720,false,,0.0
551,18.367,log1,group_02,traffic1.mp4,106,car,0.564,859,58,993,184,926,121,1280,720,false,down,161.6
553,18.433,log1,group_02,traffic1.mp4,87,car,0.403,1139,121,1279,258,1209,189,1280,720,false,down,73.2
554,18.467,log1,group_02,traffic1.mp4,87,car,0.701,1139,122,1279,260,1209,191,1280,720,false,down,60.0
555,18.5,log1,group_02,traffic1.mp4,87,car,0.786,1140,124,1279,261,1209,192,1280,720,false,down,60.0
556,18.533,log1,group_02,traffic1.mp4,106,car,0.599,858,75,985,190,921,132,1280,720,false,down,72.5
556,18.533,log1,group_02,traffic1.mp4,87,car,0.548,1140,126,1279,265,1209,195,1280,720,false,down,60.0
557,18.567,log1,group_02,traffic1.mp4,106,car,0.405,857,78,984,191,920,134,1280,720,false,down,67.1
564,18.8,log1,group_02,traffic1.mp4,87,car,0.68,1143,136,1280,282,1211,209,1280,720,false,down,53.0
565,18.833,log1,group_02,traffic1.mp4,87,car,0.704,1143,134,1280,285,1211,209,1280,720,false,down,42.4
566,18.867,log1,group_02,traffic1.mp4,87,car,0.709,1147,135,1281,289,1214,212,1280,720,false,down,84.9
578,19.267,log1,group_02,traffic1.mp4,87,car,0.555,1161,137,1281,301,1221,219,1280,720,false,down,24.7
579,19.3,log1,group_02,traffic1.mp4,87,car,0.603,1163,142,1281,305,1222,223,1280,720,false,down,123.7
580,19.333,log1,group_02,traffic1.mp4,87,car,0.651,1165,145,1281,306,1223,225,1280,720,false,down,67.1
581,19.367,log1,group_02,traffic1.mp4,87,car,0.518,1166,145,1281,306,1223,225,1280,720,false,down,42.4
582,19.4,log1,group_02,traffic1.mp4,87,car,0.415,1167,146,1281,305,1224,225,1280,720,false,down,0.0
583,19.433,log1,group_02,traffic1.mp4,87,car,0.73,1168,144,1281,304,1224,224,1280,720,false,down,60.0
584,19.467,log1,group_02,traffic1.mp4,87,car,0.635,1169,144,1281,304,1225,224,1280,720,false,down,30.0
585,19.5,log1,group_02,traffic1.mp4,87,car,0.567,1171,147,1281,304,1226,225,1280,720,false,down,67.1
586,19.533,log1,group_02,traffic1.mp4,87,car,0.649,1171,148,1281,304,1226,226,1280,720,false,right,0.0
587,19.567,log1,group_02,traffic1.mp4,87,car,0.621,1172,149,1280,304,1226,226,1280,720,false,right,0.0
588,19.6,log1,group_02,traffic1.mp4,87,car,0.63,1173,153,1280,305,1226,229,1280,720,false,down,94.9
589,19.633,log1,group_02,traffic1.mp4,111,car,0.446,991,97,1033,134,1012,115,1280,720,false,,0.0
590,19.667,log1,group_02,traffic1.mp4,111,car,0.453,991,98,1034,135,1012,116,1280,720,false,,30.0
592,19.733,log1,group_02,traffic1.mp4,87,car,0.668,1176,158,1280,306,1228,232,1280,720,false,down,23.7
596,19.867,log1,group_02,traffic1.mp4,87,car,0.469,1180,159,1280,307,1230,233,1280,720,false,down,16.8
611,20.367,log1,group_02,traffic1.mp4,115,car,0.765,1175,302,1277,505,1226,403,1280,720,true,,0.0
612,20.4,log1,group_02,traffic1.mp4,115,car,0.673,1169,302,1276,500,1222,401,1280,720,false,left,150.0
613,20.433,log1,group_02,traffic1.mp4,115,car,0.737,1163,303,1275,495,1219,399,1280,720,false,left,108.2
614,20.467,log1,group_02,traffic1.mp4,115,car,0.724,1158,303,1275,490,1216,396,1280,720,false,left,108.2
615,20.5,log1,group_02,traffic1.mp4,115,car,0.801,1153,299,1274,478,1213,388,1280,720,false,up,228.5
616,20.533,log1,group_02,traffic1.mp4,115,car,0.829,1149,297,1274,468,1211,382,1280,720,false,up,201.2
617,20.567,log1,group_02,traffic1.mp4,115,car,0.823,1143,296,1274,461,1208,378,1280,720,false,up,161.6
618,20.6,log1,group_02,traffic1.mp4,115,car,0.807,1138,293,1274,453,1206,373,1280,720,false,up,174.9
619,20.633,log1,group_02,traffic1.mp4,115,car,0.821,1133,291,1274,447,1203,369,1280,720,false,up,134.2
620,20.667,log1,group_02,traffic1.mp4,115,car,0.813,1128,288,1274,441,1201,364,1280,720,false,up,174.9
621,20.7,log1,group_02,traffic1.mp4,115,car,0.741,1123,286,1274,436,1198,361,1280,720,false,up,127.3
622,20.733,log1,group_02,traffic1.mp4,115,car,0.818,1118,284,1274,431,1196,357,1280,720,false,up,134.2
623,20.767,log1,group_02,traffic1.mp4,115,car,0.826,1113,282,1274,425,1193,353,1280,720,false,up,127.3
624,20.8,log1,group_02,traffic1.mp4,115,car,0.85,1108,278,1274,420,1191,349,1280,720,false,up,161.6
625,20.833,log1,group_02,traffic1.mp4,115,car,0.845,1104,275,1275,415,1189,345,1280,720,false,up,134.2
626,20.867,log1,group_02,traffic1.mp4,115,car,0.862,1099,273,1274,411,1186,342,1280,720,false,up,108.2
627,20.9,log1,group_02,traffic1.mp4,115,car,0.84,1094,269,1272,406,1183,337,1280,720,false,up,169.7
628,20.933,log1,group_02,traffic1.mp4,115,car,0.85,1089,266,1267,401,1178,333,1280,720,false,up,192.1
629,20.967,log1,group_02,traffic1.mp4,115,car,0.824,1085,263,1264,395,1174,329,1280,720,false,up,174.9
630,21.0,log1,group_02,traffic1.mp4,115,car,0.865,1082,259,1259,389,1170,324,1280,720,false,up,192.1
631,21.033,log1,group_02,traffic1.mp4,115,car,0.877,1078,257,1252,385,1165,321,1280,720,false,up,201.2
632,21.067,log1,group_02,traffic1.mp4,115,car,0.857,1074,255,1246,381,1160,318,1280,720,false,left,174.9
632,21.067,log1,group_02,traffic1.mp4,117,truck,0.456,433,140,749,496,591,318,1280,720,false,,0.0
633,21.1,log1,group_02,traffic1.mp4,115,car,0.845,1070,254,1239,377,1154,315,1280,720,false,left,161.6
633,21.1,log1,group_02,traffic1.mp4,117,truck,0.451,432,137,757,500,594,318,1280,720,false,right,90.0
634,21.133,log1,group_02,traffic1.mp4,115,car,0.837,1067,252,1232,373,1149,312,1280,720,false,left,201.2
634,21.133,log1,group_02,traffic1.mp4,117,truck,0.416,423,140,739,502,581,321,1280,720,false,left,400.2
635,21.167,log1,group_02,traffic1.mp4,115,car,0.83,1063,251,1225,369,1144,310,1280,720,false,left,174.9
635,21.167,log1,group_02,traffic1.mp4,118,car,0.556,1063,119,1121,167,1092,143,1280,720,false,,0.0
635,21.167,log1,group_02,traffic1.mp4,117,truck,0.514,417,147,715,504,566,325,1280,720,false,left,474.3
635,21.167,log1,group_02,traffic1.mp4,116,car,0.47,1109,127,1184,194,1146,160,1280,720,false,,0.0
636,21.2,log1,group_02,traffic1.mp4,115,car,0.828,1060,249,1219,365,1139,307,1280,720,false,left,174.9
636,21.2,log1,group_02,traffic1.mp4,118,car,0.651,1061,120,1120,169,1090,144,1280,720,false,down,84.9
636,21.2,log1,group_02,traffic1.mp4,116,car,0.55,1109,127,1183,193,1146,160,1280,720,false,,0.0
637,21.233,log1,group_02,traffic1.mp4,115,car,0.819,1056,247,1213,361,1134,304,1280,720,false,left,150.0
637,21.233,log1,group_02,traffic1.mp4,116,car,0.512,1109,128,1184,195,1146,161,1280,720,false,,42.4
637,21.233,log1,group_02,traffic1.mp4,118,car,0.501,1062,128,1119,173,1090,150,1280,720,false,down,180.0
638,21.267,log1,group_02,traffic1.mp4,115,car,0.796,1054,246,1208,357,1131,301,1280,720,false,left,150.0
638,21.267,log1,group_02,traffic1.mp4,118,car,0.404,1063,135,1118,175,1090,155,1280,720,false,down,120.0
639,21.3,log1,group_02,traffic1.mp4,115,car,0.817,1052,243,1202,353,1127,298,1280,720,false,left,150.0
640,21.333,log1,group_02,traffic1.mp4,115,car,0.799,1050,243,1197,350,1123,296,1280,720,false,left,123.7
640,21.333,log1,group_02,traffic1.mp4,111,car,0.478,1015,128,1057,162,1036,145,1280,720,false,down,22.2
641,21.367,log1,group_02,traffic1.mp4,115,car,0.808,1049,241,1192,348,1120,294,1280,720,false,left,127.3
641,21.367,log1,group_02,traffic1.mp4,111,car,0.546,1015,128,1057,163,1036,145,1280,720,false,down,0.0
642,21.4,log1,group_02,traffic1.mp4,115,car,0.814,1047,242,1187,346,1117,294,1280,720,false,left,90.0
642,21.4,log1,group_02,traffic1.mp4,111,car,0.577,1015,128,1057,163,1036,145,1280,720,false,down,30.0
643,21.433,log1,group_02,traffic1.mp4,115,car,0.742,1044,238,1182,341,1113,289,1280,720,false,left,192.1
643,21.433,log1,group_02,traffic1.mp4,111,car,0.515,1015,129,1057,163,1036,146,1280,720,false,down,0.0
644,21.467,log1,group_02,traffic1.mp4,115,car,0.74,1041,235,1177,337,1109,286,1280,720,false,left,150.0
644,21.467,log1,group_02,traffic1.mp4,111,car,0.501,1016,128,1058,163,1037,145,1280,720,false,down,30.0
650,21.667,log1,group_02,traffic1.mp4,115,car,0.744,1032,217,1156,314,1094,265,1280,720,false,left,125.0
650,21.667,log1,group_02,traffic1.mp4,111,car,0.508,1023,126,1062,158,1042,142,1280,720,false,right,32.0
651,21.7,log1,group_02,traffic1.mp4,115,car,0.765,1031,214,1153,310,1092,262,1280,720,false,up,134.2
651,21.7,log1,group_02,traffic1.mp4,111,car,0.621,1024,125,1063,157,1043,141,1280,720,false,right,67.1
652,21.733,log1,group_02,traffic1.mp4,115,car,0.666,1029,210,1149,307,1089,258,1280,720,false,up,150.0
652,21.733,log1,group_02,traffic1.mp4,116,car,0.565,1124,128,1198,194,1161,161,1280,720,false,right,28.0
652,21.733,log1,group_02,traffic1.mp4,111,car,0.534,1025,123,1064,155,1044,139,1280,720,false,right,67.1
653,21.767,log1,group_02,traffic1.mp4,111,car,0.632,1026,122,1065,155,1045,138,1280,720,false,right,42.4
653,21.767,log1,group_02,traffic1.mp4,115,car,0.614,1028,208,1146,303,1087,255,1280,720,false,up,108.2
653,21.767,log1,group_02,traffic1.mp4,116,car,0.439,1125,128,1200,195,1162,161,1280,720,false,right,30.0
654,21.8,log1,group_02,traffic1.mp4,115,car,0.681,1026,206,1143,300,1084,253,1280,720,false,up,84.9
654,21.8,log1,group_02,traffic1.mp4,111,car,0.572,1027,121,1066,154,1046,137,1280,720,false,right,0.0
654,21.8,log1,group_02,traffic1.mp4,116,car,0.537,1126,128,1201,194,1163,161,1280,720,false,right,30.0
654,21.8,log1,group_02,traffic1.mp4,112,car,0.484,1171,159,1249,212,1210,185,1280,720,false,,0.0
655,21.833,log1,group_02,traffic1.mp4,115,car,0.707,1026,202,1142,295,1084,248,1280,720,false,up,123.7
655,21.833,log1,group_02,traffic1.mp4,111,car,0.556,1028,121,1067,154,1047,137,1280,720,false,right,67.1
655,21.833,log1,group_02,traffic1.mp4,116,car,0.473,1128,127,1202,194,1165,160,1280,720,false,right,67.1
656,21.867,log1,group_02,traffic1.mp4,115,car,0.787,1026,199,1141,291,1083,245,1280,720,false,up,123.7
656,21.867,log1,group_02,traffic1.mp4,111,car,0.634,1029,120,1068,153,1048,136,1280,720,false,right,30.0
656,21.867,log1,group_02,traffic1.mp4,116,car,0.414,1129,126,1203,194,1166,160,1280,720,false,right,30.0
657,21.9,log1,group_02,traffic1.mp4,115,car,0.792,1026,197,1139,289,1082,243,1280,720,false,up,60.0
657,21.9,log1,group_02,traffic1.mp4,116,car,0.533,1131,127,1205,194,1168,160,1280,720,false,right,67.1
657,21.9,log1,group_02,traffic1.mp4,111,car,0.445,1033,121,1072,154,1052,137,1280,720,false,right,90.0
658,21.933,log1,group_02,traffic1.mp4,115,car,0.801,1027,197,1138,288,1082,242,1280,720,false,up,42.4
658,21.933,log1,group_02,traffic1.mp4,116,car,0.469,1135,129,1207,195,1171,162,1280,720,false,right,94.9
659,21.967,log1,group_02,traffic1.mp4,115,car,0.813,1027,196,1137,286,1082,241,1280,720,false,up,30.0
659,21.967,log1,group_02,traffic1.mp4,116,car,0.531,1138,128,1211,195,1174,161,1280,720,false,right,120.0
660,22.0,log1,group_02,traffic1.mp4,115,car,0.74,1028,196,1136,284,1082,240,1280,720,false,up,30.0
660,22.0,log1,group_02,traffic1.mp4,120,car,0.618,638,250,727,339,682,294,1280,720,false,,0.0
660,22.0,log1,group_02,traffic1.mp4,116,car,0.434,1141,129,1215,196,1178,162,1280,720,false,right,94.9
661,22.033,log1,group_02,traffic1.mp4,115,car,0.66,1027,196,1133,282,1080,239,1280,720,false,up,67.1
661,22.033,log1,group_02,traffic1.mp4,121,car,0.622,1087,120,1155,172,1121,146,1280,720,false,,0.0
661,22.033,log1,group_02,traffic1.mp4,116,car,0.513,1141,130,1217,197,1179,163,1280,720,false,right,42.4
661,22.033,log1,group_02,traffic1.mp4,120,car,0.513,638,249,727,339,682,294,1280,720,false,,42.4
661,22.033,log1,group_02,traffic1.mp4,111,car,0.481,1041,121,1081,155,1061,138,1280,720,false,right,67.9
662,22.067,log1,group_02,traffic1.mp4,121,car,0.541,1087,122,1156,173,1121,147,1280,720,false,,30.0
662,22.067,log1,group_02,traffic1.mp4,116,car,0.54,1142,132,1218,198,1180,165,1280,720,false,right,42.4
663,22.1,log1,group_02,traffic1.mp4,116,car,0.491,1141,132,1218,199,1179,165,1280,720,false,right,30.0
663,22.1,log1,group_02,traffic1.mp4,121,car,0.482,1088,123,1156,173,1122,148,1280,720,false,down,42.4
664,22.133,log1,group_02,traffic1.mp4,116,car,0.518,1143,133,1220,199,1181,166,1280,720,false,right,30.0
664,22.133,log1,group_02,traffic1.mp4,121,car,0.411,1087,123,1155,173,1121,148,1280,720,false,down,30.0
665,22.167,log1,group_02,traffic1.mp4,116,car,0.528,1143,132,1219,199,1181,165,1280,720,false,right,30.0
665,22.167,log1,group_02,traffic1.mp4,115,car,0.429,1022,189,1122,273,1072,231,1280,720,false,up,84.9
676,22.533,log1,group_02,traffic1.mp4,125,car,0.609,1026,125,1118,200,1072,162,1280,720,false,,0.0
680,22.667,log1,group_02,traffic1.mp4,125,car,0.737,1023,117,1110,190,1066,153,1280,720,false,up,81.1
680,22.667,log1,group_02,traffic1.mp4,120,car,0.448,656,225,757,330,706,277,1280,720,false,right,45.2
681,22.7,log1,group_02,traffic1.mp4,125,car,0.723,1022,117,1108,189,1065,153,1280,720,false,up,30.0
682,22.733,log1,group_02,traffic1.mp4,125,car,0.699,1023,117,1108,187,1065,152,1280,720,false,up,42.4
683,22.767,log1,group_02,traffic1.mp4,125,car,0.563,1023,115,1108,185,1065,150,1280,720,false,up,60.0
684,22.8,log1,group_02,traffic1.mp4,125,car,0.667,1024,115,1107,183,1065,149,1280,720,false,up,30.0
685,22.833,log1,group_02,traffic1.mp4,125,car,0.631,1024,115,1107,182,1065,148,1280,720,false,up,0.0
686,22.867,log1,group_02,traffic1.mp4,125,car,0.654,1025,116,1107,182,1066,149,1280,720,false,up,0.0
687,22.9,log1,group_02,traffic1.mp4,125,car,0.67,1025,115,1106,181,1065,148,1280,720,false,up,30.0
688,22.933,log1,group_02,traffic1.mp4,125,car,0.624,1025,115,1105,179,1065,147,1280,720,false,up,42.4
689,22.967,log1,group_02,traffic1.mp4,125,car,0.687,1027,114,1104,176,1065,145,1280,720,false,up,67.1
690,23.0,log1,group_02,traffic1.mp4,125,car,0.671,1028,112,1104,174,1066,143,1280,720,false,up,60.0
691,23.033,log1,group_02,traffic1.mp4,125,car,0.588,1028,111,1104,172,1066,141,1280,720,false,up,30.0
692,23.067,log1,group_02,traffic1.mp4,125,car,0.526,1028,109,1104,170,1066,139,1280,720,false,up,90.0
693,23.1,log1,group_02,traffic1.mp4,125,car,0.639,1029,106,1104,168,1066,137,1280,720,false,up,60.0
693,23.1,log1,group_02,traffic1.mp4,126,car,0.413,1089,70,1130,103,1109,86,1280,720,false,,0.0
694,23.133,log1,group_02,traffic1.mp4,126,car,0.572,1091,70,1132,103,1111,86,1280,720,false,right,94.9
695,23.167,log1,group_02,traffic1.mp4,126,car,0.445,1093,70,1134,103,1113,86,1280,720,false,right,60.0
696,23.2,log1,group_02,traffic1.mp4,126,car,0.501,1094,68,1136,102,1115,85,1280,720,false,right,42.4
697,23.233,log1,group_02,traffic1.mp4,125,car,0.562,1030,97,1105,160,1067,128,1280,720,false,up,60.5
697,23.233,log1,group_02,traffic1.mp4,126,car,0.432,1096,67,1138,102,1117,84,1280,720,false,right,67.1
698,23.267,log1,group_02,traffic1.mp4,112,car,0.638,1190,93,1280,214,1235,153,1280,720,false,up,28.2
698,23.267,log1,group_02,traffic1.mp4,125,car,0.568,1030,94,1105,158,1067,126,1280,720,false,up,94.9
698,23.267,log1,group_02,traffic1.mp4,126,car,0.456,1098,66,1141,101,1119,83,1280,720,false,right,67.1
699,23.3,log1,group_02,traffic1.mp4,125,car,0.643,1032,94,1106,158,1069,126,1280,720,false,up,30.0
699,23.3,log1,group_02,traffic1.mp4,112,car,0.624,1190,93,1280,216,1235,154,1280,720,false,up,60.0
700,23.333,log1,group_02,traffic1.mp4,125,car,0.659,1033,95,1106,157,1069,126,1280,720,false,up,30.0
700,23.333,log1,group_02,traffic1.mp4,112,car,0.427,1192,96,1281,214,1236,155,1280,720,false,up,30.0
701,23.367,log1,group_02,traffic1.mp4,129,car,0.685,1185,195,1276,379,1230,287,1280,720,false,,0.0
701,23.367,log1,group_02,traffic1.mp4,125,car,0.662,1035,95,1107,156,1071,125,1280,720,false,up,30.0
702,23.4,log1,group_02,traffic1.mp4,129,car,0.665,1183,192,1276,374,1229,283,1280,720,false,up,134.2
702,23.4,log1,group_02,traffic1.mp4,125,car,0.644,1034,93,1106,153,1070,123,1280,720,false,up,94.9
702,23.4,log1,group_02,traffic1.mp4,126,car,0.515,1108,66,1149,99,1128,82,1280,720,false,right,67.9
702,23.4,log1,group_02,traffic1.mp4,127,car,0.437,1172,68,1233,108,1202,88,1280,720,false,,0.0
703,23.433,log1,group_02,traffic1.mp4,129,car,0.701,1180,192,1276,373,1228,282,1280,720,false,up,42.4
703,23.433,log1,group_02,traffic1.mp4,125,car,0.592,1033,92,1106,152,1069,122,1280,720,false,up,30.0
703,23.433,log1,group_02,traffic1.mp4,126,car,0.505,1110,66,1150,98,1130,82,1280,720,false,right,60.0
704,23.467,log1,group_02,traffic1.mp4,129,car,0.685,1178,192,1277,371,1227,281,1280,720,false,up,42.4
704,23.467,log1,group_02,traffic1.mp4,126,car,0.455,1112,66,1152,98,1132,82,1280,720,false,right,60.0
705,23.5,log1,group_02,traffic1.mp4,129,car,0.582,1177,190,1277,367,1227,278,1280,720,false,up,90.0
706,23.533,log1,group_02,traffic1.mp4,112,car,0.543,1192,102,1280,212,1236,157,1280,720,false,up,10.0
706,23.533,log1,group_02,traffic1.mp4,129,car,0.516,1175,188,1277,364,1226,276,1280,720,false,up,67.1
707,23.567,log1,group_02,traffic1.mp4,129,car,0.66,1171,184,1277,362,1224,273,1280,720,false,up,108.2
707,23.567,log1,group_02,traffic1.mp4,112,car,0.533,1193,101,1280,211,1236,156,1280,720,false,up,42.4
708,23.6,log1,group_02,traffic1.mp4,127,car,0.557,1181,66,1249,107,1215,86,1280,720,false,right,60.2
708,23.6,log1,group_02,traffic1.mp4,126,car,0.554,1121,66,1160,97,1140,81,1280,720,false,right,60.0
708,23.6,log1,group_02,traffic1.mp4,129,car,0.545,1168,178,1277,356,1222,267,1280,720,false,up,189.7
709,23.633,log1,group_02,traffic1.mp4,129,car,0.649,1166,174,1277,352,1221,263,1280,720,false,up,123.7
709,23.633,log1,group_02,traffic1.mp4,126,car,0.504,1123,66,1162,97,1142,81,1280,720,false,right,60.0
709,23.633,log1,group_02,traffic1.mp4,127,car,0.471,1182,65,1251,107,1216,86,1280,720,false,right,67.1
710,23.667,log1,group_02,traffic1.mp4,129,car,0.577,1166,173,1278,346,1222,259,1280,720,false,up,123.7
710,23.667,log1,group_02,traffic1.mp4,126,car,0.543,1124,66,1164,96,1144,81,1280,720,false,right,67.1
710,23.667,log1,group_02,traffic1.mp4,127,car,0.499,1184,65,1254,106,1219,85,1280,720,false,right,60.0
711,23.7,log1,group_02,traffic1.mp4,129,car,0.567,1163,166,1277,339,1220,252,1280,720,false,up,218.4
711,23.7,log1,group_02,traffic1.mp4,127,car,0.556,1187,65,1257,107,1222,86,1280,720,false,right,90.0
711,23.7,log1,group_02,traffic1.mp4,126,car,0.52,1127,65,1166,96,1146,80,1280,720,false,right,60.0
711,23.7,log1,group_02,traffic1.mp4,127,car,0.403,1187,65,1257,107,1222,86,1280,720,false,right,90.0
712,23.733,log1,group_02,traffic1.mp4,129,car,0.672,1161,166,1277,334,1219,250,1280,720,false,up,67.1
712,23.733,log1,group_02,traffic1.mp4,126,car,0.446,1128,65,1168,96,1148,80,1280,720,false,right,60.0
713,23.767,log1,group_02,traffic1.mp4,129,car,0.667,1160,167,1277,329,1218,248,1280,720,false,up,67.1
714,23.8,log1,group_02,traffic1.mp4,129,car,0.693,1157,163,1277,325,1217,244,1280,720,false,up,123.7
715,23.833,log1,group_02,traffic1.mp4,129,car,0.678,1155,163,1277,321,1216,242,1280,720,false,up,67.1
716,23.867,log1,group_02,traffic1.mp4,129,car,0.568,1151,162,1276,319,1213,240,1280,720,false,up,67.1
717,23.9,log1,group_02,traffic1.mp4,126,car,0.63,1124,64,1166,97,1145,80,1280,720,false,right,18.0
717,23.9,log1,group_02,traffic1.mp4,129,car,0.511,1147,162,1276,317,1211,239,1280,720,false,up,94.9
717,23.9,log1,group_02,traffic1.mp4,125,car,0.418,1042,77,1105,132,1073,104,1280,720,false,up,37.4
718,23.933,log1,group_02,traffic1.mp4,126,car,0.621,1124,59,1168,94,1146,76,1280,720,false,right,153.0
718,23.933,log1,group_02,traffic1.mp4,125,car,0.491,1043,72,1106,127,1074,99,1280,720,false,up,153.0
719,23.967,log1,group_02,traffic1.mp4,126,car,0.565,1130,57,1172,91,1151,74,1280,720,false,right,161.6
720,24.0,log1,group_02,traffic1.mp4,126,car,0.441,1131,56,1171,90,1151,73,1280,720,false,up,30.0
721,24.033,log1,group_02,traffic1.mp4,126,car,0.458,1131,56,1171,89,1151,72,1280,720,false,up,30.0
722,24.067,log1,group_02,traffic1.mp4,126,car,0.436,1131,54,1172,88,1151,71,1280,720,false,up,30.0
723,24.1,log1,group_02,traffic1.mp4,126,car,0.555,1128,55,1170,89,1149,72,1280,720,false,up,67.1
724,24.133,log1,group_02,traffic1.mp4,126,car,0.566,1128,55,1170,89,1149,72,1280,720,false,up,0.0
725,24.167,log1,group_02,traffic1.mp4,126,car,0.551,1127,54,1171,89,1149,71,1280,720,false,up,0.0
726,24.2,log1,group_02,traffic1.mp4,126,car,0.514,1124,56,1169,91,1146,73,1280,720,false,left,67.1
727,24.233,log1,group_02,traffic1.mp4,126,car,0.51,1128,59,1171,93,1149,76,1280,720,false,down,108.2
802,26.733,log1,group_02,traffic1.mp4,137,car,0.481,1106,186,1227,277,1166,231,1280,720,false,,0.0
958,31.933,log1,group_02,traffic1.mp4,155,car,0.574,1241,415,1278,476,1259,445,1280,720,true,,0.0
959,31.967,log1,group_02,traffic1.mp4,155,car,0.617,1238,414,1278,474,1258,444,1280,720,false,up,67.1
964,32.133,log1,group_02,traffic1.mp4,157,car,0.595,1234,439,1278,576,1256,507,1280,720,true,,0.0
965,32.167,log1,group_02,traffic1.mp4,157,car,0.623,1232,439,1278,580,1255,509,1280,720,false,,42.4
