frame,timestamp_sec,scene_name,group_id,video_name,track_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,cx,cy,frame_width,frame_height,crossed_line,direction,speed_px_s
2970,99.0,log1,group_02,traffic1.mp4,319,truck,0.566,-17,163,442,705,212,434,1280,720,false,left,254.6
2970,99.0,log1,group_02,traffic1.mp4,321,car,0.47,1065,253,1145,319,1105,286,1280,720,false,left,84.9
2971,99.033,log1,group_02,traffic1.mp4,321,car,0.47,1063,252,1142,318,1102,285,1280,720,false,left,94.9
2971,99.033,log1,group_02,traffic1.mp4,322,car,0.43,1212,284,1276,405,1244,344,1280,720,false,up,284.6
2972,99.067,log1,group_02,traffic1.mp4,321,car,0.66,1061,251,1140,317,1100,284,1280,720,false,left,67.1
2972,99.067,log1,group_02,traffic1.mp4,322,car,0.599,1208,286,1276,404,1242,345,1280,720,false,left,67.1
2973,99.1,log1,group_02,traffic1.mp4,321,car,0.695,1060,252,1137,317,1098,284,1280,720,false,left,60.0
2973,99.1,log1,group_02,traffic1.mp4,322,car,0.651,1204,285,1276,401,1240,343,1280,720,false,up,84.9
2974,99.133,log1,group_02,traffic1.mp4,321,car,0.653,1057,251,1134,316,1095,283,1280,720,false,left,90.0
2974,99.133,log1,group_02,traffic1.mp4,322,car,0.637,1202,285,1277,397,1239,341,1280,720,false,up,67.1
2975,99.167,log1,group_02,traffic1.mp4,321,car,0.59,1054,250,1130,315,1092,282,1280,720,false,left,108.2
2975,99.167,log1,group_02,traffic1.mp4,319,truck,0.581,-20,221,351,714,165,467,1280,720,false,left,344.6
2975,99.167,log1,group_02,traffic1.mp4,322,car,0.498,1197,284,1276,394,1236,339,1280,720,false,up,84.9
2976,99.2,log1,group_02,traffic1.mp4,322,car,0.617,1194,285,1276,391,1235,338,1280,720,false,up,67.1
2976,99.2,log1,group_02,traffic1.mp4,321,car,0.591,1052,249,1127,313,1089,281,1280,720,false,left,94.9
2976,99.2,log1,group_02,traffic1.mp4,319,truck,0.582,-17,226,334,712,158,469,1280,720,false,left,218.4
2977,99.233,log1,group_02,traffic1.mp4,322,car,0.673,1190,284,1276,389,1233,336,1280,720,false,up,84.9
2977,99.233,log1,group_02,traffic1.mp4,321,car,0.605,1050,247,1124,310,1087,278,1280,720,false,left,108.2
2977,99.233,log1,group_02,traffic1.mp4,319,truck,0.414,-16,218,317,702,150,460,1280,720,false,left,361.2
2978,99.267,log1,group_02,traffic1.mp4,322,car,0.528,1186,283,1276,388,1231,335,1280,720,false,left,60.0
2978,99.267,log1,group_02,traffic1.mp4,319,truck,0.432,-18,219,294,700,138,459,1280,720,false,left,390.0
2979,99.3,log1,group_02,traffic1.mp4,322,car,0.586,1183,280,1277,384,1230,332,1280,720,false,up,123.7
2980,99.333,log1,group_02,traffic1.mp4,322,car,0.701,1179,273,1276,377,1227,325,1280,720,false,up,228.5
2981,99.367,log1,group_02,traffic1.mp4,322,car,0.583,1176,267,1277,371,1226,319,1280,720,false,up,182.5
2982,99.4,log1,group_02,traffic1.mp4,322,car,0.628,1172,261,1276,365,1224,313,1280,720,false,up,189.7
2983,99.433,log1,group_02,traffic1.mp4,322,car,0.639,1169,254,1277,356,1223,305,1280,720,false,up,241.9
2984,99.467,log1,group_02,traffic1.mp4,322,car,0.718,1166,247,1277,348,1221,297,1280,720,false,up,218.4
2985,99.5,log1,group_02,traffic1.mp4,322,car,0.403,1162,234,1276,334,1219,284,1280,720,false,up,424.3
2987,99.567,log1,group_02,traffic1.mp4,321,car,0.515,1030,189,1101,248,1065,218,1280,720,false,up,191.7
2988,99.6,log1,group_02,traffic1.mp4,321,car,0.619,1029,180,1100,239,1064,209,1280,720,false,up,271.7
2989,99.633,log1,group_02,traffic1.mp4,321,car,0.452,1027,170,1099,229,1063,199,1280,720,false,up,271.7
2990,99.667,log1,group_02,traffic1.mp4,321,car,0.449,1025,161,1097,220,1061,190,1280,720,false,up,305.9
2991,99.7,log1,group_02,traffic1.mp4,321,car,0.721,1025,150,1096,209,1060,179,1280,720,false,up,301.5
3000,100.0,log1,group_02,traffic1.mp4,325,bus,0.654,770,353,1268,598,1019,475,1280,720,true,,0.0
3000,100.0,log1,group_02,traffic1.mp4,325,car,0.401,770,353,1268,598,1019,475,1280,720,false,,0.0
3001,100.033,log1,group_02,traffic1.mp4,325,bus,0.827,750,332,1271,587,1010,459,1280,720,false,up,550.7
3002,100.067,log1,group_02,traffic1.mp4,325,bus,0.781,730,316,1271,579,1000,447,1280,720,false,up,474.3
3003,100.1,log1,group_02,traffic1.mp4,325,bus,0.648,707,305,1265,571,986,438,1280,720,false,up,524.8
3003,100.1,log1,group_02,traffic1.mp4,325,car,0.44,707,305,1265,571,986,438,1280,720,false,up,524.8
3004,100.133,log1,group_02,traffic1.mp4,325,bus,0.611,687,297,1252,564,969,430,1280,720,false,left,536.7
3005,100.167,log1,group_02,traffic1.mp4,325,bus,0.779,660,293,1229,560,944,426,1280,720,false,left,759.5
3006,100.2,log1,group_02,traffic1.mp4,325,bus,0.639,637,291,1205,555,921,423,1280,720,false,left,725.6
3006,100.2,log1,group_02,traffic1.mp4,325,truck,0.493,637,291,1205,555,921,423,1280,720,false,left,725.6
3008,100.267,log1,group_02,traffic1.mp4,324,bus,0.591,593,280,1153,542,873,411,1280,720,true,,0.0
3008,100.267,log1,group_02,traffic1.mp4,324,truck,0.486,593,280,1153,542,873,411,1280,720,false,,0.0
3009,100.3,log1,group_02,traffic1.mp4,324,bus,0.644,571,287,1129,539,850,413,1280,720,false,left,692.6
3009,100.3,log1,group_02,traffic1.mp4,324,car,0.506,571,287,1129,539,850,413,1280,720,false,left,692.6
3010,100.333,log1,group_02,traffic1.mp4,325,bus,0.69,547,282,1101,532,824,407,1280,720,false,left,737.3
3010,100.333,log1,group_02,traffic1.mp4,325,truck,0.506,547,282,1101,532,824,407,1280,720,false,left,737.3
3011,100.367,log1,group_02,traffic1.mp4,325,bus,0.472,528,277,1079,527,803,402,1280,720,false,left,647.6
3011,100.367,log1,group_02,traffic1.mp4,325,car,0.447,528,277,1079,527,803,402,1280,720,false,left,647.6
3012,100.4,log1,group_02,traffic1.mp4,324,bus,0.573,505,276,1057,525,781,400,1280,720,false,left,700.4
3013,100.433,log1,group_02,traffic1.mp4,324,bus,0.731,486,271,1033,522,759,396,1280,720,false,left,676.8
3013,100.433,log1,group_02,traffic1.mp4,324,truck,0.459,486,271,1033,522,759,396,1280,720,false,left,676.8
3014,100.467,log1,group_02,traffic1.mp4,324,bus,0.726,463,278,1009,523,736,400,1280,720,false,left,700.4
3014,100.467,log1,group_02,traffic1.mp4,324,car,0.499,463,278,1009,523,736,400,1280,720,false,left,700.4
3015,100.5,log1,group_02,traffic1.mp4,325,bus,0.781,446,283,978,520,712,401,1280,720,false,left,682.5
3015,100.5,log1,group_02,traffic1.mp4,325,car,0.559,446,283,978,520,712,401,1280,720,false,left,682.5
3016,100.533,log1,group_02,traffic1.mp4,325,bus,0.651,424,276,953,516,688,396,1280,720,false,left,706.1
3017,100.567,log1,group_02,traffic1.mp4,325,car,0.704,403,275,927,514,665,394,1280,720,false,left,722.5
3017,100.567,log1,group_02,traffic1.mp4,325,bus,0.532,403,275,927,514,665,394,1280,720,false,left,722.5
3018,100.6,log1,group_02,traffic1.mp4,325,car,0.734,383,270,903,511,643,390,1280,720,false,left,670.8
3018,100.6,log1,group_02,traffic1.mp4,325,bus,0.594,383,270,903,511,643,390,1280,720,false,left,670.8
3019,100.633,log1,group_02,traffic1.mp4,325,car,0.668,362,267,879,510,620,388,1280,720,false,left,692.6
3019,100.633,log1,group_02,traffic1.mp4,325,bus,0.408,362,267,879,510,620,388,1280,720,false,left,692.6
3020,100.667,log1,group_02,traffic1.mp4,324,car,0.669,337,278,857,509,597,393,1280,720,false,left,695.6
3021,100.7,log1,group_02,traffic1.mp4,324,car,0.559,318,281,833,510,575,395,1280,720,false,left,630.7
3022,100.733,log1,group_02,traffic1.mp4,324,car,0.675,296,281,808,508,552,394,1280,720,false,left,720.0
3023,100.767,log1,group_02,traffic1.mp4,324,car,0.659,274,279,784,506,529,392,1280,720,false,left,695.8
3024,100.8,log1,group_02,traffic1.mp4,324,car,0.664,254,277,762,504,508,390,1280,720,false,left,630.7
3025,100.833,log1,group_02,traffic1.mp4,324,car,0.597,232,277,738,503,485,390,1280,720,false,left,690.7
3026,100.867,log1,group_02,traffic1.mp4,324,car,0.686,209,274,715,501,462,387,1280,720,false,left,692.6
3027,100.9,log1,group_02,traffic1.mp4,324,car,0.626,188,272,692,500,440,386,1280,720,false,left,662.7
3028,100.933,log1,group_02,traffic1.mp4,324,car,0.509,167,270,671,500,419,385,1280,720,false,left,630.7
3029,100.967,log1,group_02,traffic1.mp4,324,car,0.509,145,271,651,500,398,385,1280,720,false,left,630.7
3030,101.0,log1,group_02,traffic1.mp4,324,car,0.401,124,273,630,499,377,386,1280,720,false,left,630.0
3031,101.033,log1,group_02,traffic1.mp4,324,car,0.413,101,273,607,497,354,385,1280,720,false,left,690.7
3032,101.067,log1,group_02,traffic1.mp4,324,car,0.428,80,274,587,496,333,385,1280,720,false,left,630.0
3033,101.1,log1,group_02,traffic1.mp4,324,car,0.536,57,277,566,495,311,386,1280,720,false,left,630.7
3034,101.133,log1,group_02,traffic1.mp4,324,car,0.517,33,279,542,495,287,387,1280,720,false,left,720.6
3050,101.667,log1,group_02,traffic1.mp4,324,car,0.567,-31,227,234,470,101,348,1280,720,false,left,358.2
3051,101.7,log1,group_02,traffic1.mp4,324,car,0.425,-29,222,212,469,91,345,1280,720,false,left,313.2
3052,101.733,log1,group_02,traffic1.mp4,324,car,0.484,-27,226,192,473,82,349,1280,720,false,left,308.9
3054,101.8,log1,group_02,traffic1.mp4,329,car,0.715,1137,261,1274,484,1205,372,1280,720,false,,0.0
3055,101.833,log1,group_02,traffic1.mp4,329,car,0.65,1120,254,1272,482,1196,368,1280,720,false,left,295.5
3056,101.867,log1,group_02,traffic1.mp4,329,car,0.597,1102,260,1270,481,1186,370,1280,720,false,left,305.9
3057,101.9,log1,group_02,traffic1.mp4,329,car,0.623,1084,276,1268,483,1176,379,1280,720,false,left,403.6
3058,101.933,log1,group_02,traffic1.mp4,329,car,0.747,1068,282,1267,482,1167,382,1280,720,false,left,256.3
3059,101.967,log1,group_02,traffic1.mp4,329,car,0.811,1051,285,1267,479,1159,382,1280,720,false,left,270.0
3060,102.0,log1,group_02,traffic1.mp4,329,car,0.821,1036,290,1267,476,1151,383,1280,720,false,left,241.9
3061,102.033,log1,group_02,traffic1.mp4,329,car,0.837,1017,292,1266,474,1141,383,1280,720,false,left,300.0
3062,102.067,log1,group_02,traffic1.mp4,329,car,0.787,996,290,1264,472,1130,381,1280,720,false,left,335.4
3062,102.067,log1,group_02,traffic1.mp4,327,car,0.52,575,9,662,106,618,57,1280,720,false,,0.0
3063,102.1,log1,group_02,traffic1.mp4,329,car,0.803,977,291,1265,472,1121,381,1280,720,false,left,271.7
3064,102.133,log1,group_02,traffic1.mp4,329,car,0.802,958,293,1265,472,1111,382,1280,720,false,left,270.0
3065,102.167,log1,group_02,traffic1.mp4,329,car,0.823,938,293,1265,471,1101,382,1280,720,false,left,330.0
3066,102.2,log1,group_02,traffic1.mp4,329,car,0.844,918,294,1265,471,1091,382,1280,720,false,left,300.0
3067,102.233,log1,group_02,traffic1.mp4,329,car,0.83,899,292,1265,471,1082,381,1280,720,false,left,270.0
3068,102.267,log1,group_02,traffic1.mp4,329,car,0.821,879,290,1265,470,1072,380,1280,720,false,left,305.9
3069,102.3,log1,group_02,traffic1.mp4,329,car,0.834,856,285,1257,468,1056,376,1280,720,false,left,465.7
3070,102.333,log1,group_02,traffic1.mp4,329,car,0.834,831,281,1242,468,1036,374,1280,720,false,left,603.0
3070,102.333,log1,group_02,traffic1.mp4,328,car,0.45,698,1,791,102,744,51,1280,720,false,,0.0
3071,102.367,log1,group_02,traffic1.mp4,329,car,0.808,808,280,1225,468,1016,374,1280,720,false,left,600.0
3072,102.4,log1,group_02,traffic1.mp4,329,car,0.783,785,273,1205,466,995,369,1280,720,false,left,676.8
3073,102.433,log1,group_02,traffic1.mp4,329,car,0.82,763,269,1184,466,973,367,1280,720,false,left,660.7
3074,102.467,log1,group_02,traffic1.mp4,329,car,0.812,741,267,1163,466,952,366,1280,720,false,left,630.7
3074,102.467,log1,group_02,traffic1.mp4,328,car,0.472,700,1,792,103,746,52,1280,720,false,,7.5
3075,102.5,log1,group_02,traffic1.mp4,329,car,0.805,719,265,1140,466,929,365,1280,720,false,left,690.7
3076,102.533,log1,group_02,traffic1.mp4,329,car,0.828,699,269,1118,468,908,368,1280,720,false,left,636.4
3077,102.567,log1,group_02,traffic1.mp4,329,car,0.842,677,266,1096,468,886,367,1280,720,false,left,632.9
3078,102.6,log1,group_02,traffic1.mp4,329,car,0.804,656,267,1072,468,864,367,1280,720,false,left,690.7
3079,102.633,log1,group_02,traffic1.mp4,329,car,0.828,635,267,1048,468,841,367,1280,720,false,left,660.7
3080,102.667,log1,group_02,traffic1.mp4,329,car,0.839,614,266,1025,467,819,366,1280,720,false,left,690.0
3081,102.7,log1,group_02,traffic1.mp4,329,car,0.835,593,266,1000,468,796,367,1280,720,false,left,660.0
3082,102.733,log1,group_02,traffic1.mp4,329,car,0.822,572,267,977,468,774,367,1280,720,false,left,660.7
3082,102.733,log1,group_02,traffic1.mp4,328,car,0.631,701,5,793,106,747,55,1280,720,false,down,11.9
3083,102.767,log1,group_02,traffic1.mp4,329,car,0.843,551,267,954,467,752,367,1280,720,false,left,660.7
3083,102.767,log1,group_02,traffic1.mp4,328,car,0.555,701,6,793,106,747,56,1280,720,false,down,30.0
3083,102.767,log1,group_02,traffic1.mp4,327,car,0.432,581,16,665,110,623,63,1280,720,false,down,9.1
3084,102.8,log1,group_02,traffic1.mp4,329,car,0.822,530,268,930,468,730,368,1280,720,false,left,690.7
3085,102.833,log1,group_02,traffic1.mp4,329,car,0.83,509,268,907,468,708,368,1280,720,false,left,660.0
3086,102.867,log1,group_02,traffic1.mp4,329,car,0.839,488,269,884,468,686,368,1280,720,false,left,660.7
3087,102.9,log1,group_02,traffic1.mp4,329,car,0.809,467,271,860,469,663,370,1280,720,false,left,690.7
3088,102.933,log1,group_02,traffic1.mp4,329,car,0.847,445,272,837,469,641,370,1280,720,false,left,660.7
3089,102.967,log1,group_02,traffic1.mp4,329,car,0.856,425,273,815,470,620,371,1280,720,false,left,630.7
3090,103.0,log1,group_02,traffic1.mp4,329,car,0.852,403,273,793,471,598,372,1280,720,false,left,660.0
3091,103.033,log1,group_02,traffic1.mp4,329,car,0.855,382,275,771,472,576,373,1280,720,false,left,660.7
3092,103.067,log1,group_02,traffic1.mp4,329,car,0.84,361,276,749,472,555,374,1280,720,false,left,630.7
3093,103.1,log1,group_02,traffic1.mp4,329,car,0.859,338,276,728,472,533,374,1280,720,false,left,660.0
3094,103.133,log1,group_02,traffic1.mp4,329,car,0.855,316,277,706,473,511,375,1280,720,false,left,660.7
3095,103.167,log1,group_02,traffic1.mp4,329,car,0.836,294,278,684,474,489,376,1280,720,false,left,660.7
3096,103.2,log1,group_02,traffic1.mp4,329,car,0.849,273,279,663,474,468,376,1280,720,false,left,630.7
3097,103.233,log1,group_02,traffic1.mp4,329,car,0.816,251,280,642,475,446,377,1280,720,false,left,630.0
3098,103.267,log1,group_02,traffic1.mp4,329,car,0.774,230,281,621,476,425,378,1280,720,false,left,660.7
3099,103.3,log1,group_02,traffic1.mp4,329,car,0.794,208,283,600,477,404,380,1280,720,false,left,632.9
3100,103.333,log1,group_02,traffic1.mp4,329,car,0.691,185,290,578,480,381,385,1280,720,false,left,676.8
3101,103.367,log1,group_02,traffic1.mp4,329,car,0.721,162,296,556,481,359,388,1280,720,false,left,695.8
3102,103.4,log1,group_02,traffic1.mp4,329,car,0.783,140,297,535,481,337,389,1280,720,false,left,630.7
3103,103.433,log1,group_02,traffic1.mp4,329,car,0.601,118,299,514,481,316,390,1280,720,false,left,660.7
3104,103.467,log1,group_02,traffic1.mp4,329,car,0.705,94,302,490,483,292,392,1280,720,false,left,722.5
3105,103.5,log1,group_02,traffic1.mp4,329,car,0.526,71,307,469,484,270,395,1280,720,false,left,666.1
3106,103.533,log1,group_02,traffic1.mp4,329,car,0.694,51,309,450,485,250,397,1280,720,true,left,573.1
3107,103.567,log1,group_02,traffic1.mp4,329,car,0.711,27,312,426,485,226,398,1280,720,false,left,752.4
3108,103.6,log1,group_02,traffic1.mp4,329,car,0.742,5,317,405,487,205,402,1280,720,false,left,636.4
3109,103.633,log1,group_02,traffic1.mp4,329,car,0.81,-9,320,386,487,188,403,1280,720,false,left,510.9
3110,103.667,log1,group_02,traffic1.mp4,329,car,0.779,-19,322,367,486,174,404,1280,720,false,left,421.1
3111,103.7,log1,group_02,traffic1.mp4,329,car,0.709,-23,324,351,486,164,405,1280,720,false,left,331.4
3112,103.733,log1,group_02,traffic1.mp4,329,car,0.565,-25,317,334,482,154,399,1280,720,false,left,324.5
3116,103.867,log1,group_02,traffic1.mp4,329,car,0.573,-32,314,247,483,107,398,1280,720,false,left,352.6
3117,103.9,log1,group_02,traffic1.mp4,329,car,0.662,-30,317,228,486,99,401,1280,720,false,left,284.6
3118,103.933,log1,group_02,traffic1.mp4,329,car,0.629,-29,319,210,487,90,403,1280,720,false,left,247.4
3119,103.967,log1,group_02,traffic1.mp4,329,car,0.444,-29,314,191,485,81,399,1280,720,false,left,284.6
3120,104.0,log1,group_02,traffic1.mp4,329,car,0.509,-29,310,171,487,71,398,1280,720,false,left,305.9
3121,104.033,log1,group_02,traffic1.mp4,329,car,0.61,-29,305,150,488,60,396,1280,720,false,left,335.4
3125,104.167,log1,group_02,traffic1.mp4,327,car,0.533,581,51,665,144,623,97,1280,720,false,down,24.3
3174,105.8,log1,group_02,traffic1.mp4,340,truck,0.791,906,410,1279,713,1092,561,1280,720,true,,0.0
3175,105.833,log1,group_02,traffic1.mp4,340,truck,0.77,897,398,1280,716,1088,557,1280,720,false,left,192.1
3176,105.867,log1,group_02,traffic1.mp4,340,truck,0.752,887,396,1278,721,1082,558,1280,720,false,left,182.5
3177,105.9,log1,group_02,traffic1.mp4,340,truck,0.792,876,403,1277,726,1076,564,1280,720,false,left,258.1
3178,105.933,log1,group_02,traffic1.mp4,340,truck,0.603,868,408,1276,728,1072,568,1280,720,false,left,174.9
3191,106.367,log1,group_02,traffic1.mp4,349,car,0.701,1164,358,1270,458,1217,408,1280,720,true,,0.0
3192,106.4,log1,group_02,traffic1.mp4,349,car,0.694,1169,358,1277,460,1223,409,1280,720,false,right,182.5
3193,106.433,log1,group_02,traffic1.mp4,349,car,0.6,1174,358,1281,461,1227,409,1280,720,false,right,120.0
3193,106.433,log1,group_02,traffic1.mp4,350,car,0.534,1038,353,1137,451,1087,402,1280,720,true,,0.0
3194,106.467,log1,group_02,traffic1.mp4,349,car,0.607,1178,359,1283,462,1230,410,1280,720,false,right,108.2
3194,106.467,log1,group_02,traffic1.mp4,350,car,0.596,1043,354,1142,454,1092,404,1280,720,false,right,161.6
3195,106.5,log1,group_02,traffic1.mp4,349,car,0.753,1184,362,1284,464,1234,413,1280,720,false,right,134.2
3195,106.5,log1,group_02,traffic1.mp4,350,car,0.56,1049,356,1146,455,1097,405,1280,720,false,right,161.6
3196,106.533,log1,group_02,traffic1.mp4,350,car,0.507,1056,359,1152,457,1104,408,1280,720,false,right,189.7
3200,106.667,log1,group_02,traffic1.mp4,350,car,0.51,1081,363,1179,463,1130,413,1280,720,false,right,198.6
3201,106.7,log1,group_02,traffic1.mp4,350,car,0.521,1088,366,1187,465,1137,415,1280,720,false,right,228.5
3202,106.733,log1,group_02,traffic1.mp4,350,car,0.697,1095,367,1194,466,1144,416,1280,720,false,right,210.0
3203,106.767,log1,group_02,traffic1.mp4,350,car,0.591,1100,362,1201,463,1150,412,1280,720,false,right,201.2
3204,106.8,log1,group_02,traffic1.mp4,350,car,0.615,1105,361,1206,463,1155,412,1280,720,false,right,182.5
3205,106.833,log1,group_02,traffic1.mp4,350,car,0.764,1110,365,1211,465,1160,415,1280,720,false,right,174.9
3206,106.867,log1,group_02,traffic1.mp4,350,car,0.509,1115,364,1214,465,1164,414,1280,720,false,right,123.7
3207,106.9,log1,group_02,traffic1.mp4,350,car,0.551,1120,366,1219,466,1169,416,1280,720,false,right,161.6
3208,106.933,log1,group_02,traffic1.mp4,350,car,0.514,1123,366,1223,466,1173,416,1280,720,false,right,90.0
3209,106.967,log1,group_02,traffic1.mp4,350,car,0.55,1126,367,1226,466,1176,416,1280,720,false,right,90.0
3210,107.0,log1,group_02,traffic1.mp4,350,car,0.702,1129,367,1229,465,1179,416,1280,720,false,right,90.0
3210,107.0,log1,group_02,traffic1.mp4,352,truck,0.408,477,278,876,716,676,497,1280,720,true,,0.0
3211,107.033,log1,group_02,traffic1.mp4,350,car,0.589,1131,363,1233,464,1182,413,1280,720,false,right,127.3
3212,107.067,log1,group_02,traffic1.mp4,350,car,0.702,1133,361,1235,464,1184,412,1280,720,false,right,67.1
3213,107.1,log1,group_02,traffic1.mp4,350,car,0.761,1136,364,1238,465,1187,414,1280,720,false,right,127.3
3214,107.133,log1,group_02,traffic1.mp4,350,car,0.69,1139,364,1241,465,1190,414,1280,720,false,right,94.9
3215,107.167,log1,group_02,traffic1.mp4,350,car,0.771,1140,364,1242,465,1191,414,1280,720,false,right,30.0
3216,107.2,log1,group_02,traffic1.mp4,350,car,0.793,1142,368,1244,466,1193,417,1280,720,false,right,108.2
3217,107.233,log1,group_02,traffic1.mp4,350,car,0.704,1144,366,1247,466,1195,416,1280,720,false,right,67.1
3218,107.267,log1,group_02,traffic1.mp4,350,car,0.725,1147,366,1250,467,1198,416,1280,720,false,right,90.0
3219,107.3,log1,group_02,traffic1.mp4,350,car,0.502,1149,364,1252,467,1200,415,1280,720,false,right,94.9
3220,107.333,log1,group_02,traffic1.mp4,350,car,0.682,1152,369,1254,469,1203,419,1280,720,false,right,134.2
3221,107.367,log1,group_02,traffic1.mp4,350,car,0.74,1155,371,1258,470,1206,420,1280,720,false,right,108.2
3221,107.367,log1,group_02,traffic1.mp4,353,bus,0.467,1208,291,1281,400,1244,345,1280,720,false,,0.0
3222,107.4,log1,group_02,traffic1.mp4,350,car,0.714,1159,371,1261,470,1210,420,1280,720,false,right,120.0
3222,107.4,log1,group_02,traffic1.mp4,353,bus,0.437,1211,291,1281,398,1246,344,1280,720,false,,30.0
3223,107.433,log1,group_02,traffic1.mp4,350,car,0.705,1163,370,1266,469,1214,419,1280,720,false,right,123.7
3224,107.467,log1,group_02,traffic1.mp4,350,car,0.715,1168,371,1271,469,1219,420,1280,720,false,right,150.0
3224,107.467,log1,group_02,traffic1.mp4,352,truck,0.527,332,440,644,667,488,553,1280,720,false,left,420.3
3225,107.5,log1,group_02,traffic1.mp4,350,car,0.655,1172,371,1275,469,1223,420,1280,720,false,right,150.0
3226,107.533,log1,group_02,traffic1.mp4,350,car,0.647,1176,371,1279,469,1227,420,1280,720,false,right,120.0
3227,107.567,log1,group_02,traffic1.mp4,350,car,0.479,1180,373,1281,471,1230,422,1280,720,false,right,108.2
3228,107.6,log1,group_02,traffic1.mp4,350,car,0.581,1183,372,1282,470,1232,421,1280,720,false,right,67.1
3229,107.633,log1,group_02,traffic1.mp4,350,car,0.599,1185,369,1283,470,1234,419,1280,720,false,right,42.4
3230,107.667,log1,group_02,traffic1.mp4,350,car,0.6,1188,368,1283,471,1235,419,1280,720,false,right,67.1
3231,107.7,log1,group_02,traffic1.mp4,350,car,0.521,1190,366,1284,471,1237,418,1280,720,false,right,30.0
3231,107.7,log1,group_02,traffic1.mp4,352,truck,0.467,269,434,557,638,413,536,1280,720,false,left,329.6
3232,107.733,log1,group_02,traffic1.mp4,350,car,0.647,1195,365,1284,472,1239,418,1280,720,false,right,94.9
3233,107.767,log1,group_02,traffic1.mp4,350,car,0.586,1198,359,1285,470,1241,414,1280,720,false,right,123.7
3234,107.8,log1,group_02,traffic1.mp4,350,car,0.581,1200,342,1285,464,1242,403,1280,720,false,up,335.4
3235,107.833,log1,group_02,traffic1.mp4,354,car,0.424,46,368,144,458,95,413,1280,720,true,,0.0
3239,107.967,log1,group_02,traffic1.mp4,355,person,0.711,11,373,36,424,23,398,1280,720,true,,0.0
3240,108.0,log1,group_02,traffic1.mp4,355,person,0.685,14,373,40,424,27,398,1280,720,false,right,120.0
3241,108.033,log1,group_02,traffic1.mp4,355,person,0.575,19,370,45,422,32,396,1280,720,false,right,161.6
3242,108.067,log1,group_02,traffic1.mp4,355,person,0.57,24,370,49,422,36,396,1280,720,false,right,120.0
3243,108.1,log1,group_02,traffic1.mp4,355,person,0.666,28,369,52,421,40,395,1280,720,false,right,123.7
3244,108.133,log1,group_02,traffic1.mp4,355,person,0.635,31,367,56,420,43,393,1280,720,false,right,134.2
3245,108.167,log1,group_02,traffic1.mp4,355,person,0.539,35,366,61,419,48,392,1280,720,false,right,120.0
3246,108.2,log1,group_02,traffic1.mp4,355,person,0.609,39,363,66,418,52,390,1280,720,false,right,134.2
3246,108.2,log1,group_02,traffic1.mp4,356,truck,0.589,128,334,412,577,270,455,1280,720,true,,0.0
3247,108.233,log1,group_02,traffic1.mp4,355,person,0.578,44,361,71,418,57,389,1280,720,false,right,153.0
3247,108.233,log1,group_02,traffic1.mp4,356,truck,0.498,131,332,404,570,267,451,1280,720,false,up,134.2
3248,108.267,log1,group_02,traffic1.mp4,355,person,0.516,50,361,77,417,63,389,1280,720,false,right,182.5
3248,108.267,log1,group_02,traffic1.mp4,356,truck,0.407,120,339,391,571,255,455,1280,720,false,left,379.5
3249,108.3,log1,group_02,traffic1.mp4,355,person,0.559,55,358,83,415,69,386,1280,720,false,right,189.7
3250,108.333,log1,group_02,traffic1.mp4,355,person,0.529,61,357,90,414,75,385,1280,720,false,right,182.5
3251,108.367,log1,group_02,traffic1.mp4,355,person,0.429,67,354,97,411,82,382,1280,720,false,right,241.9
3252,108.4,log1,group_02,traffic1.mp4,355,person,0.442,74,352,104,410,89,381,1280,720,false,right,212.1
3253,108.433,log1,group_02,traffic1.mp4,355,person,0.474,79,352,109,409,94,380,1280,720,false,right,153.0
3254,108.467,log1,group_02,traffic1.mp4,355,person,0.479,83,350,114,408,98,379,1280,720,false,right,123.7
3271,109.033,log1,group_02,traffic1.mp4,357,truck,0.671,2,322,253,482,127,402,1280,720,true,,0.0
3291,109.7,log1,group_02,traffic1.mp4,359,truck,0.744,-1,317,298,717,148,517,1280,720,true,,0.0
3292,109.733,log1,group_02,traffic1.mp4,359,truck,0.779,-2,311,297,716,147,513,1280,720,false,up,123.7
3293,109.767,log1,group_02,traffic1.mp4,359,truck,0.592,-2,311,294,717,146,514,1280,720,false,up,67.1
3294,109.8,log1,group_02,traffic1.mp4,359,truck,0.669,-1,312,293,718,146,515,1280,720,false,up,42.4
3295,109.833,log1,group_02,traffic1.mp4,359,truck,0.695,-1,307,293,716,146,511,1280,720,false,up,90.0
3296,109.867,log1,group_02,traffic1.mp4,359,truck,0.728,-1,306,293,717,146,511,1280,720,false,up,0.0
3297,109.9,log1,group_02,traffic1.mp4,359,truck,0.672,-1,304,293,717,146,510,1280,720,false,up,30.0
3298,109.933,log1,group_02,traffic1.mp4,359,truck,0.42,-1,302,293,717,146,509,1280,720,false,up,30.0
3299,109.967,log1,group_02,traffic1.mp4,359,truck,0.431,-1,299,292,717,145,508,1280,720,false,up,67.1
3300,110.0,log1,group_02,traffic1.mp4,359,truck,0.425,-1,296,292,717,145,506,1280,720,false,up,60.0
3301,110.033,log1,group_02,traffic1.mp4,359,truck,0.434,-1,379,292,742,145,560,1280,720,false,down,1650.0
