timestamp,scene,frame,track_id,class_name,x1,y1,x2,y2,confidence,crossed
2026-04-28 10:33:13.009,scene_1,0,1,person,749,77,973,184,0.8077,0
2026-04-28 10:33:13.009,scene_1,0,2,motorcycle,1,224,131,334,0.6022,0
2026-04-28 10:33:13.393,scene_1,1,1,person,739,84,972,193,0.6768,0
2026-04-28 10:33:13.393,scene_1,1,2,person,-3,227,115,342,0.6081,0
2026-04-28 10:33:13.394,scene_1,1,3,person,0,41,197,133,0.5058,0
2026-04-28 10:33:13.395,scene_1,1,4,person,1322,130,1583,393,0.4947,0
2026-04-28 10:33:13.395,scene_1,1,5,person,1667,259,1864,457,0.4737,0
2026-04-28 10:33:13.668,scene_1,2,1,person,723,93,958,204,0.773,0
2026-04-28 10:33:13.668,scene_1,2,2,person,-5,240,97,352,0.4955,0
2026-04-28 10:33:13.669,scene_1,2,6,person,974,24,1057,77,0.4416,0
2026-04-28 10:33:14.026,scene_1,3,1,person,711,106,943,216,0.7548,0
2026-04-28 10:33:14.026,scene_1,3,2,person,-6,261,77,360,0.5141,0
2026-04-28 10:33:14.383,scene_1,4,1,person,700,119,927,226,0.7821,0
2026-04-28 10:33:14.744,scene_1,5,1,person,689,129,915,235,0.7936,0
2026-04-28 10:33:15.113,scene_1,6,1,person,677,140,903,244,0.793,0
2026-04-28 10:33:15.114,scene_1,6,3,person,1,83,185,168,0.4531,0
2026-04-28 10:33:15.403,scene_1,7,1,person,662,145,891,251,0.8346,0
2026-04-28 10:33:15.403,scene_1,7,3,person,2,86,182,169,0.5307,0
2026-04-28 10:33:15.403,scene_1,7,3,person,2,86,182,169,0.4373,0
2026-04-28 10:33:15.719,scene_1,8,1,person,649,151,878,256,0.8452,0
2026-04-28 10:33:16.011,scene_1,9,1,person,636,155,867,259,0.8385,0
2026-04-28 10:33:16.011,scene_1,9,9,person,2,88,180,199,0.4957,0
2026-04-28 10:33:16.278,scene_1,10,1,person,623,157,855,262,0.8372,0
2026-04-28 10:33:16.563,scene_1,11,1,person,609,159,843,265,0.826,0
2026-04-28 10:33:16.903,scene_1,12,1,person,594,162,830,268,0.8146,0
2026-04-28 10:33:17.234,scene_1,13,1,person,580,163,816,269,0.8511,0
2026-04-28 10:33:17.234,scene_1,13,9,person,2,93,169,189,0.4387,0
